DNA Collections Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Study:,5953STDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier:,Sanger Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. Plates Sent:,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGER PLATE ID,WELL,SANGER SAMPLE ID,SUPPLIER SAMPLE NAME,REFERENCE GENOME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for cancer samples),PHENOTYPE (required for EGA)
DN591856J,K12,5953STDY8282701,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282701,unknown
DN591856J,L12,5953STDY8282702,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282702,unknown
DN591856J,M12,5953STDY8282703,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282703,unknown
DN591856J,N12,5953STDY8282704,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282704,unknown
DN591856J,O12,5953STDY8282705,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282705,unknown
DN591856J,P12,5953STDY8282706,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282706,unknown
DN591856J,A13,5953STDY8282707,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282707,unknown
DN591856J,B13,5953STDY8282708,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282708,unknown
DN591856J,C13,5953STDY8282709,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282709,unknown
DN591856J,D13,5953STDY8282710,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282710,unknown
DN591856J,E13,5953STDY8282711,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282711,unknown
DN591856J,F13,5953STDY8282712,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282712,unknown
DN591856J,G13,5953STDY8282713,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282713,unknown
DN591856J,H13,5953STDY8282714,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282714,unknown
DN591856J,I13,5953STDY8282715,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282715,unknown
DN591856J,J13,5953STDY8282716,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282716,unknown
DN591856J,K13,5953STDY8282717,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282717,unknown
DN591856J,L13,5953STDY8282718,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282718,unknown
DN591856J,M13,5953STDY8282719,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282719,unknown
DN591856J,N13,5953STDY8282720,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282720,unknown
DN591856J,O13,5953STDY8282721,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282721,unknown
DN591856J,P13,5953STDY8282722,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282722,unknown
DN591856J,A14,5953STDY8282723,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282723,unknown
DN591856J,B14,5953STDY8282724,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282724,unknown
DN591856J,C14,5953STDY8282725,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282725,unknown
DN591856J,D14,5953STDY8282726,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282726,unknown
DN591856J,E14,5953STDY8282727,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282727,unknown
DN591856J,F14,5953STDY8282728,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282728,unknown
DN591856J,G14,5953STDY8282729,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282729,unknown
DN591856J,H14,5953STDY8282730,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282730,unknown
DN591856J,I14,5953STDY8282731,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282731,unknown
DN591856J,J14,5953STDY8282732,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282732,unknown
DN591856J,K14,5953STDY8282733,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282733,unknown
DN591856J,L14,5953STDY8282734,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282734,unknown
DN591856J,M14,5953STDY8282735,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282735,unknown
DN591856J,N14,5953STDY8282736,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282736,unknown
DN591856J,O14,5953STDY8282737,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282737,unknown
DN591856J,P14,5953STDY8282738,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282738,unknown
DN591856J,A15,5953STDY8282739,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282739,unknown
DN591856J,B15,5953STDY8282740,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282740,unknown
DN591856J,C15,5953STDY8282741,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282741,unknown
DN591856J,D15,5953STDY8282742,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282742,unknown
DN591856J,E15,5953STDY8282743,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282743,unknown
DN591856J,F15,5953STDY8282744,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282744,unknown
DN591856J,G15,5953STDY8282745,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282745,unknown
DN591856J,H15,5953STDY8282746,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282746,unknown
DN591856J,I15,5953STDY8282747,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282747,unknown
DN591856J,J15,5953STDY8282748,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282748,unknown
DN591856J,K15,5953STDY8282749,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282749,unknown
DN591856J,L15,5953STDY8282750,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282750,unknown
DN591856J,M15,5953STDY8282751,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282751,unknown
DN591856J,N15,5953STDY8282752,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282752,unknown
DN591856J,O15,5953STDY8282753,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282753,unknown
DN591856J,P15,5953STDY8282754,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282754,unknown
DN591856J,A16,5953STDY8282755,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282755,unknown
DN591856J,B16,5953STDY8282756,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282756,unknown
DN591856J,C16,5953STDY8282757,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282757,unknown
DN591856J,D16,5953STDY8282758,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282758,unknown
DN591856J,E16,5953STDY8282759,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282759,unknown
DN591856J,F16,5953STDY8282760,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282760,unknown
DN591856J,G16,5953STDY8282761,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282761,unknown
DN591856J,H16,5953STDY8282762,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282762,unknown
DN591856J,I16,5953STDY8282763,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282763,unknown
DN591856J,J16,5953STDY8282764,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282764,unknown
DN591856J,K16,5953STDY8282765,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282765,unknown
DN591856J,L16,5953STDY8282766,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282766,unknown
DN591856J,M16,5953STDY8282767,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282767,unknown
DN591856J,N16,5953STDY8282768,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282768,unknown
DN591856J,O16,5953STDY8282769,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282769,unknown
DN591856J,P16,5953STDY8282770,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282770,unknown
DN591856J,A17,5953STDY8282771,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282771,unknown
DN591856J,B17,5953STDY8282772,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282772,unknown
DN591856J,C17,5953STDY8282773,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282773,unknown
DN591856J,D17,5953STDY8282774,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282774,unknown
DN591856J,E17,5953STDY8282775,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282775,unknown
DN591856J,F17,5953STDY8282776,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282776,unknown
DN591856J,G17,5953STDY8282777,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282777,unknown
DN591856J,H17,5953STDY8282778,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282778,unknown
DN591856J,I17,5953STDY8282779,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282779,unknown
DN591856J,J17,5953STDY8282780,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282780,unknown
DN591856J,K17,5953STDY8282781,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282781,unknown
DN591856J,L17,5953STDY8282782,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282782,unknown
DN591856J,M17,5953STDY8282783,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282783,unknown
DN591856J,N17,5953STDY8282784,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282784,unknown
DN591856J,O17,5953STDY8282785,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282785,unknown
DN591856J,P17,5953STDY8282786,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282786,unknown
DN591856J,A18,5953STDY8282787,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282787,unknown
DN591856J,B18,5953STDY8282788,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282788,unknown
DN591856J,C18,5953STDY8282789,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282789,unknown
DN591856J,D18,5953STDY8282790,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282790,unknown
DN591856J,E18,5953STDY8282791,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282791,unknown
DN591856J,F18,5953STDY8282792,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282792,unknown
DN591856J,G18,5953STDY8282793,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282793,unknown
DN591856J,H18,5953STDY8282794,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282794,unknown
DN591856J,I18,5953STDY8282795,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282795,unknown
DN591856J,J18,5953STDY8282796,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282796,unknown
DN591856J,K18,5953STDY8282797,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282797,unknown
DN591856J,L18,5953STDY8282798,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282798,unknown
DN591856J,M18,5953STDY8282799,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282799,unknown
DN591856J,N18,5953STDY8282800,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282800,unknown
DN591856J,O18,5953STDY8282801,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282801,unknown
DN591856J,P18,5953STDY8282802,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282802,unknown
DN591856J,A19,5953STDY8282803,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282803,unknown
DN591856J,B19,5953STDY8282804,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282804,unknown
DN591856J,C19,5953STDY8282805,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282805,unknown
DN591856J,D19,5953STDY8282806,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282806,unknown
DN591856J,E19,5953STDY8282807,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282807,unknown
DN591856J,F19,5953STDY8282808,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282808,unknown
DN591856J,G19,5953STDY8282809,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282809,unknown
DN591856J,H19,5953STDY8282810,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282810,unknown
DN591856J,I19,5953STDY8282811,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282811,unknown
DN591856J,J19,5953STDY8282812,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282812,unknown
DN591856J,K19,5953STDY8282813,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282813,unknown
DN591856J,L19,5953STDY8282814,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282814,unknown
DN591856J,M19,5953STDY8282815,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282815,unknown
DN591856J,N19,5953STDY8282816,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282816,unknown
DN591856J,O19,5953STDY8282817,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282817,unknown
DN591856J,P19,5953STDY8282818,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282818,unknown
DN591856J,A20,5953STDY8282819,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282819,unknown
DN591856J,B20,5953STDY8282820,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282820,unknown
DN591856J,C20,5953STDY8282821,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282821,unknown
DN591856J,D20,5953STDY8282822,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282822,unknown
DN591856J,E20,5953STDY8282823,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282823,unknown
DN591856J,F20,5953STDY8282824,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282824,unknown
DN591856J,G20,5953STDY8282825,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282825,unknown
DN591856J,H20,5953STDY8282826,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282826,unknown
DN591856J,I20,5953STDY8282827,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282827,unknown
DN591856J,J20,5953STDY8282828,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282828,unknown
DN591856J,K20,5953STDY8282829,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282829,unknown
DN591856J,L20,5953STDY8282830,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282830,unknown
DN591856J,M20,5953STDY8282831,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282831,unknown
DN591856J,N20,5953STDY8282832,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282832,unknown
DN591856J,O20,5953STDY8282833,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282833,unknown
DN591856J,P20,5953STDY8282834,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282834,unknown
DN591856J,A21,5953STDY8282835,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282835,unknown
DN591856J,B21,5953STDY8282836,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282836,unknown
DN591856J,C21,5953STDY8282837,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282837,unknown
DN591856J,D21,5953STDY8282838,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282838,unknown
DN591856J,E21,5953STDY8282839,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282839,unknown
DN591856J,F21,5953STDY8282840,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282840,unknown
DN591856J,G21,5953STDY8282841,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282841,unknown
DN591856J,H21,5953STDY8282842,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282842,unknown
DN591856J,I21,5953STDY8282843,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282843,unknown
DN591856J,J21,5953STDY8282844,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282844,unknown
DN591856J,K21,5953STDY8282845,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282845,unknown
DN591856J,L21,5953STDY8282846,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282846,unknown
DN591856J,M21,5953STDY8282847,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282847,unknown
DN591856J,N21,5953STDY8282848,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282848,unknown
DN591856J,O21,5953STDY8282849,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282849,unknown
DN591856J,P21,5953STDY8282850,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282850,unknown
DN591856J,A22,5953STDY8282851,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282851,unknown
DN591856J,B22,5953STDY8282852,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282852,unknown
DN591856J,C22,5953STDY8282853,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282853,unknown
DN591856J,D22,5953STDY8282854,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282854,unknown
DN591856J,E22,5953STDY8282855,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282855,unknown
DN591856J,F22,5953STDY8282856,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282856,unknown
DN591856J,G22,5953STDY8282857,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282857,unknown
DN591856J,H22,5953STDY8282858,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282858,unknown
DN591856J,I22,5953STDY8282859,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282859,unknown
DN591856J,J22,5953STDY8282860,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282860,unknown
DN591856J,K22,5953STDY8282861,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282861,unknown
DN591856J,L22,5953STDY8282862,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282862,unknown
DN591856J,M22,5953STDY8282863,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282863,unknown
DN591856J,N22,5953STDY8282864,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282864,unknown
DN591856J,O22,5953STDY8282865,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282865,unknown
DN591856J,P22,5953STDY8282866,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282866,unknown
DN591856J,A23,5953STDY8282867,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282867,unknown
DN591856J,B23,5953STDY8282868,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282868,unknown
DN591856J,C23,5953STDY8282869,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282869,unknown
DN591856J,D23,5953STDY8282870,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282870,unknown
DN591856J,E23,5953STDY8282871,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282871,unknown
DN591856J,F23,5953STDY8282872,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282872,unknown
DN591856J,G23,5953STDY8282873,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282873,unknown
DN591856J,H23,5953STDY8282874,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282874,unknown
DN591856J,I23,5953STDY8282875,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282875,unknown
DN591856J,J23,5953STDY8282876,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282876,unknown
DN591856J,K23,5953STDY8282877,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282877,unknown
DN591856J,L23,5953STDY8282878,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282878,unknown
DN591856J,M23,5953STDY8282879,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282879,unknown
DN591856J,N23,5953STDY8282880,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282880,unknown
DN591856J,O23,5953STDY8282881,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282881,unknown
DN591856J,P23,5953STDY8282882,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282882,unknown
DN591856J,A24,5953STDY8282883,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282883,unknown
DN591856J,B24,5953STDY8282884,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282884,unknown
DN591856J,C24,5953STDY8282885,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282885,unknown
DN591856J,D24,5953STDY8282886,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282886,unknown
DN591856J,E24,5953STDY8282887,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282887,unknown
DN591856J,F24,5953STDY8282888,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282888,unknown
DN591856J,G24,5953STDY8282889,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282889,unknown
DN591856J,H24,5953STDY8282890,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282890,unknown
DN591856J,I24,5953STDY8282891,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282891,unknown
DN591856J,J24,5953STDY8282892,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282892,unknown
DN591856J,K24,5953STDY8282893,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282893,unknown
DN591856J,L24,5953STDY8282894,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282894,unknown
DN591856J,M24,5953STDY8282895,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282895,unknown
DN591856J,N24,5953STDY8282896,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282896,unknown
DN591856J,O24,5953STDY8282897,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282897,unknown
DN591856J,P24,5953STDY8282898,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282898,unknown
DN591857K,A1,5953STDY8282899,HB50_V7_BRA_0_SC_1,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282899,unknown
DN591857K,B1,5953STDY8282900,HB50_V7_BRA_0_SC_2,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282900,unknown
DN591857K,C1,5953STDY8282901,HB50_V7_BRA_0_SC_3,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282901,unknown
DN591857K,D1,5953STDY8282902,HB50_V7_BRA_0_SC_4,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282902,unknown
DN591857K,E1,5953STDY8282903,HB50_V7_BRA_0_SC_5,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282903,unknown
DN591857K,F1,5953STDY8282904,HB50_V7_BRA_0_SC_6,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282904,unknown
DN591857K,G1,5953STDY8282905,HB50_V7_BRA_0_SC_7,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282905,unknown
DN591857K,H1,5953STDY8282906,HB50_V7_BRA_0_SC_8,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282906,unknown
DN591857K,I1,5953STDY8282907,HB50_V7_BRA_0_SC_9,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282907,unknown
DN591857K,J1,5953STDY8282908,HB50_V7_BRA_0_SC_10,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,5953STDY8282908,unknown
